['Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00']
         713805 function calls (694656 primitive calls) in 7.886 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.010    0.010 _common.py:107(from_package)
       20    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       14    0.000    0.000    0.014    0.001 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 memory.py:72(MemoryObjectReceiveStream)
        1    0.000    0.000    0.003    0.003 _models.py:1101(extract_cookies)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
        1    0.000    0.000    0.000    0.000 http_proxy.py:169(ForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        9    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
       24    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    2.172    2.172 _api.py:174(get)
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
        1    0.000    0.000    0.046    0.046 ssl.py:449(wrap_socket)
        4    0.000    0.000    0.001    0.000 typing.py:514(__getitem__)
        1    0.000    0.000    0.001    0.001 _receivebuffer.py:47(ReceiveBuffer)
        1    0.000    0.000    0.000    0.000 utils.py:393(decode_params)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        1    0.000    0.000    0.046    0.046 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        5    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        1    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.903    0.903 http11.py:170(_receive_response_headers)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        1    0.000    0.000    0.000    0.000 _synchronization.py:196(LockAdapter)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.010    0.010 _adapters.py:144(_reader)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:233(AsyncTunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:274(has_expired)
        1    0.000    0.000    0.001    0.001 _utils.py:30(get_environment_proxies)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 connection_pool.py:43(AsyncConnectionPool)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
       10    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        1    0.000    0.000    0.001    0.001 _adapters.py:40(CompatibilityFiles)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        1    0.000    0.000    0.098    0.098 element.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1079(_splittype)
       21    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.002    0.002 request.py:370(_parse)
       16    0.000    0.000    0.032    0.002 css_parser.py:296(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       18    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        1    0.000    0.000    1.170    1.170 _client.py:930(_send_handling_auth)
        1    0.000    0.000    0.035    0.035 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2047(_SpecialForm)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        1    0.000    0.000    0.404    0.404 _htmlparser.py:372(feed)
        1    0.000    0.000    0.007    0.007 _content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:64(__bytes__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 memory.py:48(MemoryObjectStreamState)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:85(_parse_content_type_charset)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.034    0.034 css_parser.py:418(CSSParser)
        1    0.000    0.000    0.000    0.000 typing.py:1738(_no_init_or_replace_init)
        1    0.000    0.000    0.001    0.001 _headers.py:75(Headers)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       51    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    1.859    1.859 _client.py:879(send)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 _client.py:305(headers)
        1    0.000    0.000    0.000    0.000 tls.py:32(TLSAttribute)
       24    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 tls.py:60(TLSStream)
       10    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        1    0.000    0.000    0.000    0.000 http11.py:344(close)
        1    0.000    0.000    0.000    0.000 lowlevel.py:77(_NoValueSet)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 connection.py:38(AsyncHTTPConnection)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        8    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
        1    0.000    0.000    0.000    0.000 _synchronization.py:350(Semaphore)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.001    0.001 _receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:383(__init__)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 from_thread.py:398(BlockingPortalProvider)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
        1    0.000    0.000    0.001    0.001 _decoders.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
       11    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 _synchronization.py:190(AsyncShieldCancellation)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _ssl.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 _models.py:961(close)
       10    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        4    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.311    0.311 _client.py:718(_init_transport)
        1    0.000    0.000    0.000    0.000 request.py:297(request_host)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        5    0.000    0.000    0.000    0.000 request.py:397(add_header)
       20    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       51    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
        1    0.000    0.000    0.000    0.000 http11.py:43(HTTP11Connection)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
       18    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 _synchronization.py:607(CapacityLimiterAdapter)
        1    0.000    0.000    0.001    0.001 trio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 http11.py:140(_send_request_headers)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        2    0.000    0.000    0.011    0.005 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1449(NoDefaultTypeMeta)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.035    0.035 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    0.000    0.000 anyio.py:21(AnyIOStream)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 message.py:913(get_content_charset)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
       36    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
        1    0.000    0.000    0.000    0.000 _synchronization.py:493(CapacityLimiter)
        1    0.000    0.000    1.170    1.170 _client.py:964(_send_handling_redirects)
       14    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        1    0.000    0.000    0.001    0.001 _client.py:239(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.010    0.010 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 parse.py:695(parse_qs)
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       32    0.000    0.000    0.000    0.000 inspect.py:2765(name)
        1    0.000    0.000    0.000    0.000 memory.py:190(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 _typedattr.py:36(TypedAttributeProvider)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.005    0.005 _urls.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _models.py:652(encoding)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.003    0.003 _parseaddr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:355(unquote)
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       21    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 _decoders.py:311(__init__)
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
        1    0.000    0.000    0.000    0.000 default.py:221(__exit__)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2734(deprecated)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        5    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        1    0.000    0.000    0.000    0.000 mock.py:24(MockStream)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 _tasks.py:37(TaskGroup)
        1    0.000    0.000    0.000    0.000 http11.py:351(HTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 sync.py:23(TLSinTLSStream)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
        5    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 _sockets.py:42(SocketAttribute)
        1    0.000    0.000    0.001    0.001 parse.py:1100(_splithost)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       15    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 _models.py:688(charset_encoding)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
       95    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_StderrHandler)
       42    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.010    0.010 _common.py:51(files)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:234(_enforce_trailing_slash)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        3    0.000    0.000    0.001    0.000 __init__.py:179(sub)
        1    0.000    0.000    0.003    0.003 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.005    0.005 __init__.py:469(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 _synchronization.py:434(SemaphoreAdapter)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:431(_SpecialGenericAlias)
        2    0.000    0.000    0.000    0.000 _connection.py:81(_body_framing)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.010    0.010 _adapters.py:28(get_resource_reader)
        3    0.000    0.000    0.014    0.005 element.py:1987(find)
       11    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:347(close)
        7    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 _connection.py:223(start_next_cycle)
        1    0.000    0.000    0.000    0.000 default.py:130(close)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        5    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 _writers.py:101(ChunkedWriter)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:110(EventAdapter)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       11    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        7    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        1    0.000    0.000    0.404    0.404 __init__.py:471(_feed)
        1    0.000    0.000    0.000    0.000 memory.py:36(MemoryObjectItemReceiver)
        3    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:38(HTTPConnection)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 stapled.py:58(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        6    0.000    0.000    0.000    0.000 element.py:273(get_text)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
       11    0.000    0.000    0.000    0.000 typing.py:1599(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _synchronization.py:260(Condition)
        1    0.000    0.000    0.000    0.000 http_proxy.py:233(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 inspect.py:1801(_shadowed_dict_from_mro_tuple)
        1    0.000    0.000    1.859    1.859 _client.py:771(request)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 _models.py:366(Response)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _events.py:259(Data)
        1    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        1    0.000    0.000    0.689    0.689 _models.py:876(read)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:87(AsyncConnectionInterface)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:182(URL)
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 http_proxy.py:54(HTTPProxy)
        1    0.000    0.000    0.000    0.000 stapled.py:22(StapledByteStream)
        1    0.000    0.000    0.017    0.017 css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:39(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:56(_is_known_encoding)
        1    0.000    0.000    0.000    0.000 stapled.py:94(MultiListener)
        2    0.000    0.000    0.000    0.000 _connection.py:72(_keep_alive)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 _headers.py:121(raw_items)
        2    0.000    0.000    0.000    0.000 _config.py:86(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        1    0.000    0.000    0.000    0.000 message.py:494(get)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:856(inner)
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(RequestInterface)
        3    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
